direction,speed,created_at
157,9,2024-11-15 19:02:42 UTC
202,9,2024-11-15 19:02:49 UTC
157,7,2024-11-15 19:02:55 UTC
157,8,2024-11-15 19:03:01 UTC
90,10,2024-11-15 19:03:08 UTC
135,9,2024-11-15 19:03:14 UTC
202,4,2024-11-15 19:03:20 UTC
157,4,2024-11-15 19:03:26 UTC
270,4,2024-11-15 19:03:33 UTC
247,3,2024-11-15 19:03:39 UTC
157,7,2024-11-15 19:03:45 UTC
135,8,2024-11-15 19:03:52 UTC
67,6,2024-11-15 19:03:58 UTC
202,4,2024-11-15 19:04:04 UTC
247,6,2024-11-15 19:04:10 UTC
202,6,2024-11-15 19:04:17 UTC
202,4,2024-11-15 19:04:23 UTC
135,9,2024-11-15 19:04:29 UTC
112,8,2024-11-15 19:04:35 UTC
157,9,2024-11-15 19:04:42 UTC
157,13,2024-11-15 19:04:48 UTC
247,6,2024-11-15 19:04:55 UTC
247,8,2024-11-15 19:05:01 UTC
225,10,2024-11-15 19:05:07 UTC
157,10,2024-11-15 19:05:13 UTC
180,12,2024-11-15 19:05:20 UTC
67,9,2024-11-15 19:05:26 UTC
157,7,2024-11-15 19:05:32 UTC
202,4,2024-11-15 19:05:38 UTC
247,4,2024-11-15 19:05:45 UTC
202,6,2024-11-15 19:05:51 UTC
180,6,2024-11-15 19:05:58 UTC
157,7,2024-11-15 19:06:04 UTC
157,7,2024-11-15 19:06:10 UTC
202,6,2024-11-15 19:06:16 UTC
90,8,2024-11-15 19:06:23 UTC
0,7,2024-11-15 19:06:29 UTC
202,4,2024-11-15 19:06:35 UTC
202,3,2024-11-15 19:06:42 UTC
202,4,2024-11-15 19:06:48 UTC
157,7,2024-11-15 19:06:54 UTC
157,6,2024-11-15 19:07:00 UTC
112,4,2024-11-15 19:07:07 UTC
22,4,2024-11-15 19:07:13 UTC
157,7,2024-11-15 19:07:19 UTC
270,6,2024-11-15 19:07:25 UTC
0,7,2024-11-15 19:07:32 UTC
202,3,2024-11-15 19:07:38 UTC
157,6,2024-11-15 19:07:44 UTC
157,10,2024-11-15 19:07:50 UTC
270,7,2024-11-15 19:07:57 UTC
202,10,2024-11-15 19:08:04 UTC
292,4,2024-11-15 19:08:10 UTC
247,2,2024-11-15 19:08:16 UTC
157,7,2024-11-15 19:08:22 UTC
202,10,2024-11-15 19:08:28 UTC
202,9,2024-11-15 19:08:35 UTC
270,7,2024-11-15 19:08:41 UTC
67,6,2024-11-15 19:08:47 UTC
157,12,2024-11-15 19:08:54 UTC
270,7,2024-11-15 19:09:00 UTC
157,7,2024-11-15 19:09:06 UTC
202,6,2024-11-15 19:09:12 UTC
270,8,2024-11-15 19:09:19 UTC
157,4,2024-11-15 19:09:25 UTC
270,6,2024-11-15 19:09:31 UTC
157,8,2024-11-15 19:09:37 UTC
112,7,2024-11-15 19:09:44 UTC
157,12,2024-11-15 19:09:50 UTC
247,4,2024-11-15 19:09:56 UTC
157,14,2024-11-15 19:10:02 UTC
202,7,2024-11-15 19:10:09 UTC
202,7,2024-11-15 19:10:15 UTC
202,6,2024-11-15 19:10:22 UTC
202,6,2024-11-15 19:10:28 UTC
247,4,2024-11-15 19:10:34 UTC
157,4,2024-11-15 19:10:40 UTC
157,4,2024-11-15 19:10:47 UTC
157,4,2024-11-15 19:10:53 UTC
135,8,2024-11-15 19:10:59 UTC
112,7,2024-11-15 19:11:05 UTC
157,4,2024-11-15 19:11:12 UTC
292,2,2024-11-15 19:11:18 UTC
270,2,2024-11-15 19:11:25 UTC
247,4,2024-11-15 19:11:31 UTC
67,8,2024-11-15 19:11:37 UTC
157,6,2024-11-15 19:11:43 UTC
67,4,2024-11-15 19:11:50 UTC
157,10,2024-11-15 19:11:56 UTC
157,8,2024-11-15 19:12:04 UTC
157,7,2024-11-15 19:12:08 UTC
202,9,2024-11-15 19:12:15 UTC
157,10,2024-11-15 19:12:21 UTC
157,9,2024-11-15 19:12:28 UTC
157,9,2024-11-15 19:12:34 UTC
157,9,2024-11-15 19:12:40 UTC
157,7,2024-11-15 19:12:46 UTC
157,7,2024-11-15 19:12:53 UTC
157,8,2024-11-15 19:12:59 UTC
157,7,2024-11-15 19:13:05 UTC
202,7,2024-11-15 19:13:11 UTC
247,7,2024-11-15 19:13:18 UTC
247,3,2024-11-15 19:13:24 UTC
180,4,2024-11-15 19:13:30 UTC
202,8,2024-11-15 19:13:37 UTC
180,6,2024-11-15 19:13:43 UTC
157,7,2024-11-15 19:13:49 UTC
202,7,2024-11-15 19:13:55 UTC
157,9,2024-11-15 19:14:02 UTC
247,7,2024-11-15 19:14:08 UTC
270,6,2024-11-15 19:14:14 UTC
157,3,2024-11-15 19:14:21 UTC
157,7,2024-11-15 19:14:27 UTC
67,7,2024-11-15 19:14:33 UTC
180,4,2024-11-15 19:14:40 UTC
247,2,2024-11-15 19:14:46 UTC
247,2,2024-11-15 19:14:52 UTC
247,2,2024-11-15 19:14:58 UTC
202,2,2024-11-15 19:15:05 UTC
112,2,2024-11-15 19:15:11 UTC
157,6,2024-11-15 19:15:17 UTC
202,7,2024-11-15 19:15:24 UTC
202,4,2024-11-15 19:15:30 UTC
180,4,2024-11-15 19:15:36 UTC
157,3,2024-11-15 19:15:43 UTC
202,4,2024-11-15 19:15:49 UTC
292,2,2024-11-15 19:15:55 UTC
202,3,2024-11-15 19:16:01 UTC
157,4,2024-11-15 19:16:07 UTC
157,8,2024-11-15 19:16:14 UTC
270,6,2024-11-15 19:16:20 UTC
247,7,2024-11-15 19:16:27 UTC
0,7,2024-11-15 19:16:33 UTC
202,6,2024-11-15 19:16:39 UTC
270,6,2024-11-15 19:16:46 UTC
157,4,2024-11-15 19:16:52 UTC
202,6,2024-11-15 19:16:58 UTC
157,6,2024-11-15 19:17:04 UTC
157,8,2024-11-15 19:17:11 UTC
202,8,2024-11-15 19:17:17 UTC
90,4,2024-11-15 19:17:23 UTC
157,6,2024-11-15 19:17:30 UTC
157,8,2024-11-15 19:17:36 UTC
157,8,2024-11-15 19:17:42 UTC
292,2,2024-11-15 19:17:49 UTC
157,3,2024-11-15 19:17:55 UTC
90,7,2024-11-15 19:18:01 UTC
157,7,2024-11-15 19:18:12 UTC
157,8,2024-11-15 19:18:14 UTC
202,7,2024-11-15 19:18:20 UTC
157,9,2024-11-15 19:18:26 UTC
202,7,2024-11-15 19:18:33 UTC
67,3,2024-11-15 19:18:39 UTC
135,9,2024-11-15 19:18:45 UTC
202,6,2024-11-15 19:18:52 UTC
112,7,2024-11-15 19:18:58 UTC
157,4,2024-11-15 19:19:04 UTC
247,6,2024-11-15 19:19:10 UTC
202,6,2024-11-15 19:19:17 UTC
202,4,2024-11-15 19:19:23 UTC
22,7,2024-11-15 19:19:29 UTC
157,8,2024-11-15 19:19:36 UTC
315,4,2024-11-15 19:19:42 UTC
337,2,2024-11-15 19:19:48 UTC
202,3,2024-11-15 19:19:55 UTC
202,7,2024-11-15 19:20:01 UTC
202,9,2024-11-15 19:20:07 UTC
202,8,2024-11-15 19:20:13 UTC
202,7,2024-11-15 19:20:20 UTC
247,3,2024-11-15 19:20:26 UTC
270,6,2024-11-15 19:20:32 UTC
157,7,2024-11-15 19:20:39 UTC
247,8,2024-11-15 19:20:45 UTC
202,9,2024-11-15 19:20:51 UTC
157,6,2024-11-15 19:20:57 UTC
202,6,2024-11-15 19:21:04 UTC
292,4,2024-11-15 19:21:10 UTC
157,4,2024-11-15 19:21:16 UTC
157,4,2024-11-15 19:21:22 UTC
90,4,2024-11-15 19:21:29 UTC
157,4,2024-11-15 19:21:37 UTC
112,4,2024-11-15 19:21:42 UTC
247,3,2024-11-15 19:21:48 UTC
247,3,2024-11-15 19:21:54 UTC
202,4,2024-11-15 19:22:00 UTC
157,4,2024-11-15 19:22:07 UTC
270,2,2024-11-15 19:22:13 UTC
202,8,2024-11-15 19:22:19 UTC
292,7,2024-11-15 19:22:25 UTC
202,4,2024-11-15 19:22:32 UTC
157,7,2024-11-15 19:22:38 UTC
202,6,2024-11-15 19:22:44 UTC
157,6,2024-11-15 19:22:51 UTC
67,8,2024-11-15 19:22:57 UTC
202,7,2024-11-15 19:23:03 UTC
202,8,2024-11-15 19:23:09 UTC
67,6,2024-11-15 19:23:16 UTC
202,8,2024-11-15 19:23:22 UTC
247,3,2024-11-15 19:23:28 UTC
157,6,2024-11-15 19:23:34 UTC
202,7,2024-11-15 19:23:41 UTC
157,6,2024-11-15 19:23:47 UTC
157,6,2024-11-15 19:23:54 UTC
157,4,2024-11-15 19:24:00 UTC
202,14,2024-11-15 19:24:06 UTC
247,6,2024-11-15 19:24:12 UTC
157,7,2024-11-15 19:24:19 UTC
247,10,2024-11-15 19:24:25 UTC
202,7,2024-11-15 19:24:31 UTC
202,4,2024-11-15 19:24:37 UTC
157,6,2024-11-15 19:24:44 UTC
247,9,2024-11-15 19:24:50 UTC
247,8,2024-11-15 19:24:57 UTC
157,14,2024-11-15 19:25:03 UTC
135,10,2024-11-15 19:25:09 UTC
202,8,2024-11-15 19:25:15 UTC
157,6,2024-11-15 19:25:22 UTC
247,3,2024-11-15 19:25:28 UTC
202,2,2024-11-15 19:25:34 UTC
22,1,2024-11-15 19:25:40 UTC
157,3,2024-11-15 19:25:46 UTC
90,6,2024-11-15 19:25:53 UTC
270,4,2024-11-15 19:26:00 UTC
247,1,2024-11-15 19:26:06 UTC
157,2,2024-11-15 19:26:12 UTC
247,2,2024-11-15 19:26:18 UTC
157,4,2024-11-15 19:26:25 UTC
157,12,2024-11-15 19:26:31 UTC
157,7,2024-11-15 19:26:37 UTC
202,4,2024-11-15 19:26:43 UTC
22,4,2024-11-15 19:26:50 UTC
337,3,2024-11-15 19:26:56 UTC
112,3,2024-11-15 19:27:02 UTC
337,2,2024-11-15 19:27:09 UTC
292,2,2024-11-15 19:27:15 UTC
247,2,2024-11-15 19:27:21 UTC
157,9,2024-11-15 19:27:27 UTC
202,16,2024-11-15 19:27:34 UTC
157,12,2024-11-15 19:27:40 UTC
157,9,2024-11-15 19:27:46 UTC
157,7,2024-11-15 19:27:52 UTC
202,9,2024-11-15 19:27:59 UTC
157,3,2024-11-15 19:28:05 UTC
157,7,2024-11-15 19:28:11 UTC
247,7,2024-11-15 19:28:18 UTC
157,4,2024-11-15 19:28:24 UTC
157,3,2024-11-15 19:28:30 UTC
202,6,2024-11-15 19:28:36 UTC
135,6,2024-11-15 19:28:42 UTC
202,6,2024-11-15 19:28:49 UTC
247,4,2024-11-15 19:28:55 UTC
202,4,2024-11-15 19:29:02 UTC
202,7,2024-11-15 19:29:08 UTC
315,2,2024-11-15 19:29:14 UTC
247,2,2024-11-15 19:29:21 UTC
202,6,2024-11-15 19:29:27 UTC
157,9,2024-11-15 19:29:33 UTC
180,7,2024-11-15 19:29:39 UTC
157,8,2024-11-15 19:29:46 UTC
157,6,2024-11-15 19:29:52 UTC
180,4,2024-11-15 19:29:58 UTC
157,4,2024-11-15 19:30:05 UTC
202,7,2024-11-15 19:30:11 UTC
157,6,2024-11-15 19:30:17 UTC
202,8,2024-11-15 19:30:23 UTC
157,4,2024-11-15 19:30:30 UTC
157,6,2024-11-15 19:30:36 UTC
157,8,2024-11-15 19:30:42 UTC
202,4,2024-11-15 19:30:48 UTC
202,3,2024-11-15 19:30:55 UTC
247,4,2024-11-15 19:31:01 UTC
202,3,2024-11-15 19:31:08 UTC
180,3,2024-11-15 19:31:14 UTC
292,4,2024-11-15 19:31:20 UTC
157,3,2024-11-15 19:31:26 UTC
135,9,2024-11-15 19:31:33 UTC
202,6,2024-11-15 19:31:39 UTC
202,7,2024-11-15 19:31:45 UTC
202,9,2024-11-15 19:31:51 UTC
157,13,2024-11-15 19:31:58 UTC
157,9,2024-11-15 19:32:04 UTC
247,4,2024-11-15 19:32:11 UTC
157,4,2024-11-15 19:32:17 UTC
157,4,2024-11-15 19:32:23 UTC
180,4,2024-11-15 19:32:29 UTC
202,3,2024-11-15 19:32:36 UTC
202,3,2024-11-15 19:32:42 UTC
247,3,2024-11-15 19:32:48 UTC
202,4,2024-11-15 19:32:54 UTC
202,7,2024-11-15 19:33:01 UTC
202,8,2024-11-15 19:33:07 UTC
135,6,2024-11-15 19:33:14 UTC
247,3,2024-11-15 19:33:20 UTC
202,2,2024-11-15 19:33:26 UTC
247,2,2024-11-15 19:33:32 UTC
157,7,2024-11-15 19:33:39 UTC
157,9,2024-11-15 19:33:45 UTC
157,6,2024-11-15 19:33:51 UTC
292,6,2024-11-15 19:33:57 UTC
202,6,2024-11-15 19:34:04 UTC
112,3,2024-11-15 19:34:10 UTC
22,3,2024-11-15 19:34:17 UTC
270,2,2024-11-15 19:34:23 UTC
157,3,2024-11-15 19:34:29 UTC
157,9,2024-11-15 19:34:35 UTC
157,8,2024-11-15 19:34:41 UTC
157,3,2024-11-15 19:34:48 UTC
202,4,2024-11-15 19:34:54 UTC
157,4,2024-11-15 19:35:00 UTC
157,4,2024-11-15 19:35:06 UTC
202,6,2024-11-15 19:35:13 UTC
67,4,2024-11-15 19:35:19 UTC
202,9,2024-11-15 19:35:25 UTC
270,4,2024-11-15 19:35:32 UTC
157,6,2024-11-15 19:35:38 UTC
202,7,2024-11-15 19:35:44 UTC
247,8,2024-11-15 19:35:50 UTC
202,6,2024-11-15 19:35:57 UTC
202,3,2024-11-15 19:36:03 UTC
292,7,2024-11-15 19:36:09 UTC
270,3,2024-11-15 19:36:15 UTC
202,4,2024-11-15 19:36:22 UTC
202,7,2024-11-15 19:36:28 UTC
157,4,2024-11-15 19:36:35 UTC
180,3,2024-11-15 19:36:41 UTC
270,2,2024-11-15 19:36:47 UTC
247,1,2024-11-15 19:36:53 UTC
270,1,2024-11-15 19:37:00 UTC
202,3,2024-11-15 19:37:06 UTC
202,3,2024-11-15 19:37:12 UTC
67,4,2024-11-15 19:37:18 UTC
157,6,2024-11-15 19:37:25 UTC
157,8,2024-11-15 19:37:31 UTC
157,8,2024-11-15 19:37:37 UTC
157,8,2024-11-15 19:37:44 UTC
157,4,2024-11-15 19:37:50 UTC
202,2,2024-11-15 19:37:56 UTC
135,4,2024-11-15 19:38:02 UTC
157,3,2024-11-15 19:38:09 UTC
202,7,2024-11-15 19:38:15 UTC
157,4,2024-11-15 19:38:21 UTC
135,2,2024-11-15 19:38:28 UTC
247,3,2024-11-15 19:38:34 UTC
337,2,2024-11-15 19:38:40 UTC
292,2,2024-11-15 19:38:47 UTC
270,2,2024-11-15 19:38:53 UTC
157,7,2024-11-15 19:38:59 UTC
202,6,2024-11-15 19:39:05 UTC
202,3,2024-11-15 19:39:12 UTC
22,2,2024-11-15 19:39:18 UTC
0,2,2024-11-15 19:39:24 UTC
247,3,2024-11-15 19:39:31 UTC
202,3,2024-11-15 19:39:37 UTC
157,6,2024-11-15 19:39:43 UTC
202,3,2024-11-15 19:39:50 UTC
135,6,2024-11-15 19:39:56 UTC
157,9,2024-11-15 19:40:02 UTC
202,6,2024-11-15 19:40:08 UTC
247,7,2024-11-15 19:40:15 UTC
67,6,2024-11-15 19:40:21 UTC
157,7,2024-11-15 19:40:27 UTC
157,6,2024-11-15 19:40:34 UTC
247,7,2024-11-15 19:40:40 UTC
270,3,2024-11-15 19:40:46 UTC
157,3,2024-11-15 19:40:53 UTC
157,4,2024-11-15 19:40:59 UTC
202,7,2024-11-15 19:41:05 UTC
292,3,2024-11-15 19:41:11 UTC
67,3,2024-11-15 19:41:18 UTC
202,8,2024-11-15 19:41:24 UTC
135,6,2024-11-15 19:41:30 UTC
157,6,2024-11-15 19:41:37 UTC
22,2,2024-11-15 19:41:43 UTC
247,3,2024-11-15 19:41:49 UTC
292,4,2024-11-15 19:41:56 UTC
247,9,2024-11-15 19:42:02 UTC
247,8,2024-11-15 19:42:08 UTC
157,8,2024-11-15 19:42:14 UTC
112,7,2024-11-15 19:42:20 UTC
180,6,2024-11-15 19:42:27 UTC
202,6,2024-11-15 19:42:33 UTC
157,7,2024-11-15 19:42:39 UTC
202,7,2024-11-15 19:42:46 UTC
247,4,2024-11-15 19:42:52 UTC
270,2,2024-11-15 19:42:58 UTC
157,4,2024-11-15 19:43:04 UTC
157,12,2024-11-15 19:43:11 UTC
157,6,2024-11-15 19:43:17 UTC
157,6,2024-11-15 19:43:23 UTC
157,8,2024-11-15 19:43:29 UTC
202,7,2024-11-15 19:43:36 UTC
157,6,2024-11-15 19:43:43 UTC
90,4,2024-11-15 19:43:49 UTC
247,7,2024-11-15 19:43:55 UTC
202,4,2024-11-15 19:44:01 UTC
157,8,2024-11-15 19:44:07 UTC
202,6,2024-11-15 19:44:14 UTC
157,12,2024-11-15 19:44:20 UTC
157,9,2024-11-15 19:44:26 UTC
180,6,2024-11-15 19:44:32 UTC
202,4,2024-11-15 19:44:39 UTC
202,6,2024-11-15 19:44:46 UTC
247,3,2024-11-15 19:44:52 UTC
202,4,2024-11-15 19:44:58 UTC
90,4,2024-11-15 19:45:04 UTC
135,7,2024-11-15 19:45:11 UTC
270,6,2024-11-15 19:45:17 UTC
157,6,2024-11-15 19:45:23 UTC
157,9,2024-11-15 19:45:29 UTC
135,7,2024-11-15 19:45:36 UTC
202,7,2024-11-15 19:45:42 UTC
315,3,2024-11-15 19:45:48 UTC
202,3,2024-11-15 19:45:56 UTC
157,6,2024-11-15 19:46:01 UTC
270,6,2024-11-15 19:46:07 UTC
157,8,2024-11-15 19:46:13 UTC
270,4,2024-11-15 19:46:19 UTC
135,4,2024-11-15 19:46:26 UTC
112,6,2024-11-15 19:46:32 UTC
225,12,2024-11-15 19:46:38 UTC
90,4,2024-11-15 19:46:44 UTC
157,7,2024-11-15 19:46:51 UTC
157,13,2024-11-15 19:46:57 UTC
180,12,2024-11-15 19:47:03 UTC
157,9,2024-11-15 19:47:10 UTC
157,8,2024-11-15 19:47:16 UTC
202,7,2024-11-15 19:47:22 UTC
157,6,2024-11-15 19:47:28 UTC
202,7,2024-11-15 19:47:35 UTC
157,7,2024-11-15 19:47:41 UTC
157,6,2024-11-15 19:47:47 UTC
202,9,2024-11-15 19:47:54 UTC
202,9,2024-11-15 19:48:00 UTC
247,3,2024-11-15 19:48:06 UTC
180,4,2024-11-15 19:48:13 UTC
202,4,2024-11-15 19:48:19 UTC
180,9,2024-11-15 19:48:25 UTC
180,8,2024-11-15 19:48:31 UTC
247,6,2024-11-15 19:48:38 UTC
247,10,2024-11-15 19:48:44 UTC
135,14,2024-11-15 19:48:50 UTC
67,8,2024-11-15 19:48:57 UTC
247,7,2024-11-15 19:49:03 UTC
202,7,2024-11-15 19:49:09 UTC
157,8,2024-11-15 19:49:16 UTC
157,9,2024-11-15 19:49:22 UTC
157,9,2024-11-15 19:49:28 UTC
157,7,2024-11-15 19:49:34 UTC
157,9,2024-11-15 19:49:41 UTC
202,8,2024-11-15 19:49:47 UTC
202,7,2024-11-15 19:49:53 UTC
247,6,2024-11-15 19:50:00 UTC
202,6,2024-11-15 19:50:06 UTC
157,13,2024-11-15 19:50:12 UTC
157,6,2024-11-15 19:50:18 UTC
157,8,2024-11-15 19:50:25 UTC
292,6,2024-11-15 19:50:31 UTC
157,9,2024-11-15 19:50:37 UTC
202,6,2024-11-15 19:50:43 UTC
180,8,2024-11-15 19:50:50 UTC
157,15,2024-11-15 19:50:56 UTC
157,12,2024-11-15 19:51:03 UTC
157,8,2024-11-15 19:51:09 UTC
157,12,2024-11-15 19:51:15 UTC
112,7,2024-11-15 19:51:21 UTC
202,6,2024-11-15 19:51:28 UTC
202,8,2024-11-15 19:51:34 UTC
202,7,2024-11-15 19:51:40 UTC
202,6,2024-11-15 19:51:46 UTC
157,10,2024-11-15 19:51:53 UTC
157,10,2024-11-15 19:51:59 UTC
202,9,2024-11-15 19:52:06 UTC
157,9,2024-11-15 19:52:12 UTC
202,7,2024-11-15 19:52:18 UTC
157,15,2024-11-15 19:52:24 UTC
67,12,2024-11-15 19:52:31 UTC
157,10,2024-11-15 19:52:37 UTC
270,6,2024-11-15 19:52:43 UTC
157,8,2024-11-15 19:52:49 UTC
180,8,2024-11-15 19:52:56 UTC
157,8,2024-11-15 19:53:02 UTC
22,7,2024-11-15 19:53:08 UTC
247,3,2024-11-15 19:53:15 UTC
315,4,2024-11-15 19:53:21 UTC
157,2,2024-11-15 19:53:27 UTC
0,8,2024-11-15 19:53:33 UTC
247,6,2024-11-15 19:53:40 UTC
157,7,2024-11-15 19:53:46 UTC
202,3,2024-11-15 19:53:52 UTC
157,9,2024-11-15 19:53:58 UTC
202,14,2024-11-15 19:54:05 UTC
157,12,2024-11-15 19:54:11 UTC
202,8,2024-11-15 19:54:17 UTC
157,10,2024-11-15 19:54:24 UTC
157,13,2024-11-15 19:54:30 UTC
157,6,2024-11-15 19:54:36 UTC
157,13,2024-11-15 19:54:42 UTC
67,4,2024-11-15 19:54:49 UTC
157,8,2024-11-15 19:54:55 UTC
202,7,2024-11-15 19:55:01 UTC
202,9,2024-11-15 19:55:07 UTC
67,10,2024-11-15 19:55:14 UTC
157,6,2024-11-15 19:55:20 UTC
202,9,2024-11-15 19:55:27 UTC
202,9,2024-11-15 19:55:33 UTC
112,4,2024-11-15 19:55:39 UTC
247,3,2024-11-15 19:55:45 UTC
202,7,2024-11-15 19:55:52 UTC
157,4,2024-11-15 19:55:58 UTC
202,7,2024-11-15 19:56:04 UTC
135,8,2024-11-15 19:56:10 UTC
247,9,2024-11-15 19:56:17 UTC
202,9,2024-11-15 19:56:23 UTC
157,6,2024-11-15 19:56:30 UTC
180,9,2024-11-15 19:56:37 UTC
202,4,2024-11-15 19:56:42 UTC
157,4,2024-11-15 19:56:48 UTC
157,2,2024-11-15 19:56:55 UTC
180,3,2024-11-15 19:57:01 UTC
247,1,2024-11-15 19:57:07 UTC
180,6,2024-11-15 19:57:13 UTC
247,4,2024-11-15 19:57:20 UTC
22,3,2024-11-15 19:57:26 UTC
337,2,2024-11-15 19:57:33 UTC
202,7,2024-11-15 19:57:39 UTC
157,7,2024-11-15 19:57:45 UTC
202,6,2024-11-15 19:57:51 UTC
157,12,2024-11-15 19:57:58 UTC
202,15,2024-11-15 19:58:04 UTC
157,9,2024-11-15 19:58:10 UTC
157,7,2024-11-15 19:58:16 UTC
180,6,2024-11-15 19:58:24 UTC
157,10,2024-11-15 19:58:29 UTC
202,8,2024-11-15 19:58:36 UTC
67,6,2024-11-15 19:58:42 UTC
202,3,2024-11-15 19:58:48 UTC
247,2,2024-11-15 19:58:54 UTC
157,2,2024-11-15 19:59:01 UTC
292,2,2024-11-15 19:59:09 UTC
292,2,2024-11-15 19:59:13 UTC
22,2,2024-11-15 19:59:19 UTC
202,3,2024-11-15 19:59:26 UTC
225,3,2024-11-15 19:59:32 UTC
157,3,2024-11-15 19:59:38 UTC
135,2,2024-11-15 19:59:45 UTC
157,8,2024-11-15 19:59:51 UTC
202,4,2024-11-15 19:59:57 UTC
202,4,2024-11-15 20:00:03 UTC
202,7,2024-11-15 20:00:10 UTC
202,10,2024-11-15 20:00:16 UTC
157,14,2024-11-15 20:00:22 UTC
157,12,2024-11-15 20:00:29 UTC
157,7,2024-11-15 20:00:35 UTC
157,8,2024-11-15 20:00:41 UTC
180,12,2024-11-15 20:00:48 UTC
157,7,2024-11-15 20:00:54 UTC
202,6,2024-11-15 20:01:00 UTC
135,8,2024-11-15 20:01:06 UTC
157,8,2024-11-15 20:01:13 UTC
180,9,2024-11-15 20:01:19 UTC
202,6,2024-11-15 20:01:25 UTC
202,8,2024-11-15 20:01:32 UTC
180,7,2024-11-15 20:01:38 UTC
67,10,2024-11-15 20:01:44 UTC
247,8,2024-11-15 20:01:51 UTC
247,3,2024-11-15 20:01:57 UTC
270,8,2024-11-15 20:02:03 UTC
157,9,2024-11-15 20:02:09 UTC
67,6,2024-11-15 20:02:16 UTC
202,6,2024-11-15 20:02:22 UTC
202,6,2024-11-15 20:02:28 UTC
157,8,2024-11-15 20:02:35 UTC
157,9,2024-11-15 20:02:41 UTC
202,8,2024-11-15 20:02:47 UTC
202,4,2024-11-15 20:02:53 UTC
135,4,2024-11-15 20:03:00 UTC
247,2,2024-11-15 20:03:06 UTC
202,2,2024-11-15 20:03:12 UTC
202,8,2024-11-15 20:03:18 UTC
202,7,2024-11-15 20:03:25 UTC
157,12,2024-11-15 20:03:31 UTC
157,9,2024-11-15 20:03:37 UTC
157,6,2024-11-15 20:03:44 UTC
67,8,2024-11-15 20:03:50 UTC
157,7,2024-11-15 20:03:56 UTC
157,3,2024-11-15 20:04:03 UTC
157,2,2024-11-15 20:04:09 UTC
135,1,2024-11-15 20:04:15 UTC
157,1,2024-11-15 20:04:21 UTC
202,6,2024-11-15 20:04:27 UTC
202,9,2024-11-15 20:04:34 UTC
90,7,2024-11-15 20:04:40 UTC
157,6,2024-11-15 20:04:47 UTC
157,3,2024-11-15 20:04:53 UTC
157,2,2024-11-15 20:04:59 UTC
202,4,2024-11-15 20:05:05 UTC
225,7,2024-11-15 20:05:12 UTC
157,13,2024-11-15 20:05:18 UTC
180,7,2024-11-15 20:05:24 UTC
270,7,2024-11-15 20:05:30 UTC
202,8,2024-11-15 20:05:37 UTC
202,3,2024-11-15 20:05:43 UTC
157,7,2024-11-15 20:05:49 UTC
157,4,2024-11-15 20:05:56 UTC
157,9,2024-11-15 20:06:02 UTC
157,7,2024-11-15 20:06:08 UTC
202,7,2024-11-15 20:06:14 UTC
180,4,2024-11-15 20:06:21 UTC
157,4,2024-11-15 20:06:27 UTC
202,3,2024-11-15 20:06:33 UTC
157,2,2024-11-15 20:06:39 UTC
292,2,2024-11-15 20:06:46 UTC
292,1,2024-11-15 20:06:52 UTC
157,2,2024-11-15 20:06:58 UTC
157,4,2024-11-15 20:07:05 UTC
157,4,2024-11-15 20:07:11 UTC
157,7,2024-11-15 20:07:17 UTC
157,4,2024-11-15 20:07:26 UTC
247,6,2024-11-15 20:07:31 UTC
180,6,2024-11-15 20:07:36 UTC
202,3,2024-11-15 20:07:42 UTC
270,2,2024-11-15 20:07:51 UTC
247,2,2024-11-15 20:07:55 UTC
247,1,2024-11-15 20:08:01 UTC
67,3,2024-11-15 20:08:08 UTC
22,4,2024-11-15 20:08:14 UTC
67,7,2024-11-15 20:08:20 UTC
202,4,2024-11-15 20:08:26 UTC
157,3,2024-11-15 20:08:33 UTC
180,6,2024-11-15 20:08:39 UTC
135,6,2024-11-15 20:08:45 UTC
135,6,2024-11-15 20:08:52 UTC
270,4,2024-11-15 20:08:58 UTC
247,2,2024-11-15 20:09:04 UTC
135,1,2024-11-15 20:09:11 UTC
157,3,2024-11-15 20:09:17 UTC
270,2,2024-11-15 20:09:23 UTC
22,1,2024-11-15 20:09:29 UTC
270,2,2024-11-15 20:09:35 UTC
157,6,2024-11-15 20:09:42 UTC
202,3,2024-11-15 20:09:48 UTC
202,3,2024-11-15 20:09:55 UTC
202,4,2024-11-15 20:10:01 UTC
157,4,2024-11-15 20:10:07 UTC
247,2,2024-11-15 20:10:14 UTC
180,6,2024-11-15 20:10:20 UTC
202,2,2024-11-15 20:10:26 UTC
157,3,2024-11-15 20:10:32 UTC
90,6,2024-11-15 20:10:39 UTC
135,4,2024-11-15 20:10:45 UTC
270,3,2024-11-15 20:10:51 UTC
135,7,2024-11-15 20:10:58 UTC
157,6,2024-11-15 20:11:04 UTC
202,6,2024-11-15 20:11:10 UTC
157,9,2024-11-15 20:11:16 UTC
202,4,2024-11-15 20:11:23 UTC
202,2,2024-11-15 20:11:29 UTC
202,2,2024-11-15 20:11:35 UTC
180,4,2024-11-15 20:11:41 UTC
180,3,2024-11-15 20:11:48 UTC
157,2,2024-11-15 20:11:54 UTC
202,4,2024-11-15 20:12:01 UTC
157,6,2024-11-15 20:12:07 UTC
202,7,2024-11-15 20:12:13 UTC
247,4,2024-11-15 20:12:19 UTC
157,4,2024-11-15 20:12:26 UTC
