direction,speed,created_at
112,2,2024-11-16 05:42:04 UTC
292,1,2024-11-16 05:42:10 UTC
337,1,2024-11-16 05:42:16 UTC
0,1,2024-11-16 05:42:22 UTC
135,4,2024-11-16 05:42:29 UTC
247,3,2024-11-16 05:42:35 UTC
247,3,2024-11-16 05:42:41 UTC
337,2,2024-11-16 05:42:47 UTC
22,1,2024-11-16 05:42:53 UTC
112,1,2024-11-16 05:43:00 UTC
0,3,2024-11-16 05:43:06 UTC
22,4,2024-11-16 05:43:13 UTC
90,9,2024-11-16 05:43:19 UTC
90,6,2024-11-16 05:43:25 UTC
247,3,2024-11-16 05:43:31 UTC
292,7,2024-11-16 05:43:42 UTC
0,8,2024-11-16 05:43:44 UTC
112,3,2024-11-16 05:43:50 UTC
337,3,2024-11-16 05:43:56 UTC
247,3,2024-11-16 05:44:03 UTC
22,3,2024-11-16 05:44:09 UTC
202,6,2024-11-16 05:44:16 UTC
180,7,2024-11-16 05:44:22 UTC
157,8,2024-11-16 05:44:28 UTC
202,4,2024-11-16 05:44:34 UTC
22,4,2024-11-16 05:44:41 UTC
22,4,2024-11-16 05:44:47 UTC
22,2,2024-11-16 05:44:53 UTC
270,2,2024-11-16 05:44:59 UTC
247,2,2024-11-16 05:45:06 UTC
0,2,2024-11-16 05:45:12 UTC
202,6,2024-11-16 05:45:18 UTC
157,9,2024-11-16 05:45:25 UTC
157,9,2024-11-16 05:45:31 UTC
202,6,2024-11-16 05:45:37 UTC
202,9,2024-11-16 05:45:43 UTC
202,7,2024-11-16 05:45:50 UTC
270,13,2024-11-16 05:45:56 UTC
157,10,2024-11-16 05:46:02 UTC
22,7,2024-11-16 05:46:08 UTC
157,6,2024-11-16 05:46:15 UTC
157,4,2024-11-16 05:46:21 UTC
67,2,2024-11-16 05:46:27 UTC
292,1,2024-11-16 05:46:33 UTC
22,4,2024-11-16 05:46:40 UTC
247,3,2024-11-16 05:46:46 UTC
247,2,2024-11-16 05:46:52 UTC
22,2,2024-11-16 05:46:58 UTC
292,4,2024-11-16 05:47:05 UTC
337,4,2024-11-16 05:47:11 UTC
22,3,2024-11-16 05:47:18 UTC
22,10,2024-11-16 05:47:24 UTC
67,10,2024-11-16 05:47:30 UTC
22,4,2024-11-16 05:47:36 UTC
270,3,2024-11-16 05:47:42 UTC
202,7,2024-11-16 05:47:49 UTC
247,6,2024-11-16 05:47:55 UTC
247,6,2024-11-16 05:48:01 UTC
292,3,2024-11-16 05:48:07 UTC
67,2,2024-11-16 05:48:14 UTC
67,8,2024-11-16 05:48:20 UTC
292,4,2024-11-16 05:48:26 UTC
22,2,2024-11-16 05:48:33 UTC
247,2,2024-11-16 05:48:39 UTC
202,2,2024-11-16 05:48:45 UTC
202,9,2024-11-16 05:48:52 UTC
202,7,2024-11-16 05:48:58 UTC
247,9,2024-11-16 05:49:04 UTC
135,8,2024-11-16 05:49:10 UTC
157,4,2024-11-16 05:49:16 UTC
202,9,2024-11-16 05:49:23 UTC
225,3,2024-11-16 05:49:29 UTC
202,4,2024-11-16 05:49:36 UTC
157,9,2024-11-16 05:49:42 UTC
202,6,2024-11-16 05:49:48 UTC
247,13,2024-11-16 05:49:54 UTC
202,9,2024-11-16 05:50:01 UTC
202,10,2024-11-16 05:50:07 UTC
90,10,2024-11-16 05:50:13 UTC
135,9,2024-11-16 05:50:19 UTC
202,7,2024-11-16 05:50:26 UTC
202,7,2024-11-16 05:50:32 UTC
157,6,2024-11-16 05:50:39 UTC
247,4,2024-11-16 05:50:45 UTC
270,4,2024-11-16 05:50:51 UTC
0,2,2024-11-16 05:50:57 UTC
337,2,2024-11-16 05:51:04 UTC
292,3,2024-11-16 05:51:10 UTC
247,6,2024-11-16 05:51:16 UTC
202,6,2024-11-16 05:51:22 UTC
67,3,2024-11-16 05:51:29 UTC
157,12,2024-11-16 05:51:35 UTC
157,8,2024-11-16 05:51:41 UTC
157,12,2024-11-16 05:51:48 UTC
247,7,2024-11-16 05:51:54 UTC
202,8,2024-11-16 05:52:00 UTC
202,7,2024-11-16 05:52:06 UTC
202,4,2024-11-16 05:52:13 UTC
157,6,2024-11-16 05:52:19 UTC
135,8,2024-11-16 05:52:25 UTC
202,3,2024-11-16 05:52:32 UTC
202,4,2024-11-16 05:52:38 UTC
202,7,2024-11-16 05:52:44 UTC
270,4,2024-11-16 05:52:51 UTC
247,3,2024-11-16 05:52:57 UTC
157,6,2024-11-16 05:53:03 UTC
157,6,2024-11-16 05:53:09 UTC
157,6,2024-11-16 05:53:16 UTC
337,7,2024-11-16 05:53:22 UTC
22,3,2024-11-16 05:53:28 UTC
157,4,2024-11-16 05:53:35 UTC
292,6,2024-11-16 05:53:41 UTC
157,4,2024-11-16 05:53:47 UTC
90,6,2024-11-16 05:53:53 UTC
157,4,2024-11-16 05:54:00 UTC
157,6,2024-11-16 05:54:06 UTC
157,12,2024-11-16 05:54:12 UTC
202,7,2024-11-16 05:54:18 UTC
202,7,2024-11-16 05:54:25 UTC
270,3,2024-11-16 05:54:31 UTC
247,4,2024-11-16 05:54:38 UTC
157,7,2024-11-16 05:54:44 UTC
157,12,2024-11-16 05:54:50 UTC
157,10,2024-11-16 05:54:56 UTC
157,6,2024-11-16 05:55:03 UTC
247,4,2024-11-16 05:55:09 UTC
157,6,2024-11-16 05:55:15 UTC
202,4,2024-11-16 05:55:21 UTC
67,9,2024-11-16 05:55:28 UTC
202,9,2024-11-16 05:55:34 UTC
202,9,2024-11-16 05:55:40 UTC
225,8,2024-11-16 05:55:47 UTC
180,7,2024-11-16 05:55:53 UTC
202,4,2024-11-16 05:56:00 UTC
247,3,2024-11-16 05:56:05 UTC
180,3,2024-11-16 05:56:12 UTC
157,7,2024-11-16 05:56:18 UTC
157,4,2024-11-16 05:56:24 UTC
202,3,2024-11-16 05:56:30 UTC
202,18,2024-11-16 05:56:37 UTC
135,18,2024-11-16 05:56:43 UTC
202,6,2024-11-16 05:56:50 UTC
202,7,2024-11-16 05:56:56 UTC
202,4,2024-11-16 05:57:02 UTC
0,2,2024-11-16 05:57:08 UTC
202,4,2024-11-16 05:57:15 UTC
202,6,2024-11-16 05:57:21 UTC
202,4,2024-11-16 05:57:27 UTC
270,4,2024-11-16 05:57:33 UTC
157,7,2024-11-16 05:57:40 UTC
157,9,2024-11-16 05:57:46 UTC
157,4,2024-11-16 05:57:53 UTC
270,4,2024-11-16 05:57:59 UTC
247,4,2024-11-16 05:58:05 UTC
202,2,2024-11-16 05:58:11 UTC
157,8,2024-11-16 05:58:18 UTC
112,7,2024-11-16 05:58:24 UTC
202,4,2024-11-16 05:58:30 UTC
157,14,2024-11-16 05:58:36 UTC
157,10,2024-11-16 05:58:43 UTC
45,7,2024-11-16 05:58:49 UTC
202,3,2024-11-16 05:58:55 UTC
202,4,2024-11-16 05:59:01 UTC
157,6,2024-11-16 05:59:08 UTC
202,4,2024-11-16 05:59:14 UTC
135,3,2024-11-16 05:59:20 UTC
135,9,2024-11-16 05:59:26 UTC
202,7,2024-11-16 05:59:33 UTC
157,4,2024-11-16 05:59:40 UTC
202,6,2024-11-16 05:59:45 UTC
202,4,2024-11-16 05:59:52 UTC
157,6,2024-11-16 05:59:58 UTC
270,2,2024-11-16 06:00:04 UTC
247,2,2024-11-16 06:00:10 UTC
67,6,2024-11-16 06:00:17 UTC
157,8,2024-11-16 06:00:23 UTC
202,9,2024-11-16 06:00:29 UTC
202,8,2024-11-16 06:00:35 UTC
157,10,2024-11-16 06:00:42 UTC
225,6,2024-11-16 06:00:48 UTC
202,4,2024-11-16 06:00:55 UTC
157,8,2024-11-16 06:01:01 UTC
157,10,2024-11-16 06:01:07 UTC
157,14,2024-11-16 06:01:13 UTC
135,10,2024-11-16 06:01:20 UTC
247,6,2024-11-16 06:01:26 UTC
292,3,2024-11-16 06:01:32 UTC
292,3,2024-11-16 06:01:38 UTC
270,2,2024-11-16 06:01:45 UTC
337,2,2024-11-16 06:01:51 UTC
157,9,2024-11-16 06:02:00 UTC
112,7,2024-11-16 06:02:04 UTC
157,7,2024-11-16 06:02:10 UTC
157,7,2024-11-16 06:02:16 UTC
157,8,2024-11-16 06:02:23 UTC
157,6,2024-11-16 06:02:29 UTC
67,3,2024-11-16 06:02:35 UTC
157,1,2024-11-16 06:02:41 UTC
202,3,2024-11-16 06:02:47 UTC
90,4,2024-11-16 06:02:54 UTC
22,4,2024-11-16 06:03:00 UTC
157,4,2024-11-16 06:03:06 UTC
202,4,2024-11-16 06:03:13 UTC
157,4,2024-11-16 06:03:21 UTC
202,3,2024-11-16 06:03:25 UTC
247,2,2024-11-16 06:03:31 UTC
247,2,2024-11-16 06:03:38 UTC
157,6,2024-11-16 06:03:44 UTC
270,3,2024-11-16 06:03:50 UTC
22,4,2024-11-16 06:03:56 UTC
157,8,2024-11-16 06:04:03 UTC
157,8,2024-11-16 06:04:09 UTC
202,9,2024-11-16 06:04:16 UTC
157,9,2024-11-16 06:04:22 UTC
202,10,2024-11-16 06:04:28 UTC
67,14,2024-11-16 06:04:34 UTC
202,6,2024-11-16 06:04:41 UTC
157,6,2024-11-16 06:04:47 UTC
157,8,2024-11-16 06:04:53 UTC
22,4,2024-11-16 06:04:59 UTC
202,10,2024-11-16 06:05:06 UTC
202,9,2024-11-16 06:05:12 UTC
157,7,2024-11-16 06:05:18 UTC
157,6,2024-11-16 06:05:25 UTC
135,6,2024-11-16 06:05:31 UTC
202,4,2024-11-16 06:05:37 UTC
270,4,2024-11-16 06:05:43 UTC
157,8,2024-11-16 06:05:50 UTC
157,12,2024-11-16 06:05:56 UTC
157,7,2024-11-16 06:06:02 UTC
247,6,2024-11-16 06:06:09 UTC
247,3,2024-11-16 06:06:15 UTC
157,6,2024-11-16 06:06:21 UTC
157,4,2024-11-16 06:06:28 UTC
292,6,2024-11-16 06:06:34 UTC
270,2,2024-11-16 06:06:40 UTC
157,7,2024-11-16 06:06:46 UTC
67,8,2024-11-16 06:06:53 UTC
157,4,2024-11-16 06:06:59 UTC
202,2,2024-11-16 06:07:05 UTC
270,2,2024-11-16 06:07:12 UTC
157,4,2024-11-16 06:07:18 UTC
157,6,2024-11-16 06:07:24 UTC
112,4,2024-11-16 06:07:31 UTC
157,9,2024-11-16 06:07:37 UTC
157,7,2024-11-16 06:07:43 UTC
157,3,2024-11-16 06:07:49 UTC
157,3,2024-11-16 06:07:56 UTC
157,4,2024-11-16 06:08:02 UTC
157,7,2024-11-16 06:08:08 UTC
180,6,2024-11-16 06:08:15 UTC
157,8,2024-11-16 06:08:21 UTC
202,3,2024-11-16 06:08:27 UTC
202,3,2024-11-16 06:08:34 UTC
270,7,2024-11-16 06:08:40 UTC
157,7,2024-11-16 06:08:46 UTC
135,9,2024-11-16 06:08:52 UTC
67,12,2024-11-16 06:08:59 UTC
157,4,2024-11-16 06:09:05 UTC
157,7,2024-11-16 06:09:11 UTC
202,3,2024-11-16 06:09:17 UTC
202,2,2024-11-16 06:09:24 UTC
157,2,2024-11-16 06:09:30 UTC
157,3,2024-11-16 06:09:36 UTC
157,6,2024-11-16 06:09:42 UTC
157,6,2024-11-16 06:09:49 UTC
157,6,2024-11-16 06:09:55 UTC
157,7,2024-11-16 06:10:01 UTC
157,4,2024-11-16 06:10:07 UTC
202,6,2024-11-16 06:10:14 UTC
202,4,2024-11-16 06:10:20 UTC
270,3,2024-11-16 06:10:27 UTC
292,1,2024-11-16 06:10:33 UTC
292,3,2024-11-16 06:10:39 UTC
292,2,2024-11-16 06:10:45 UTC
292,0,2024-11-16 06:10:52 UTC
202,1,2024-11-16 06:11:00 UTC
202,2,2024-11-16 06:11:04 UTC
22,4,2024-11-16 06:11:10 UTC
337,2,2024-11-16 06:11:17 UTC
157,3,2024-11-16 06:11:23 UTC
180,7,2024-11-16 06:11:29 UTC
202,6,2024-11-16 06:11:36 UTC
202,8,2024-11-16 06:11:42 UTC
202,8,2024-11-16 06:11:48 UTC
157,14,2024-11-16 06:11:54 UTC
157,8,2024-11-16 06:12:01 UTC
157,4,2024-11-16 06:12:07 UTC
157,13,2024-11-16 06:12:13 UTC
157,8,2024-11-16 06:12:19 UTC
157,6,2024-11-16 06:12:26 UTC
180,13,2024-11-16 06:12:32 UTC
157,10,2024-11-16 06:12:39 UTC
337,4,2024-11-16 06:12:45 UTC
157,9,2024-11-16 06:12:51 UTC
112,9,2024-11-16 06:12:57 UTC
157,9,2024-11-16 06:13:04 UTC
157,13,2024-11-16 06:13:10 UTC
202,8,2024-11-16 06:13:16 UTC
247,12,2024-11-16 06:13:22 UTC
157,16,2024-11-16 06:13:29 UTC
157,13,2024-11-16 06:13:35 UTC
157,13,2024-11-16 06:13:42 UTC
247,6,2024-11-16 06:13:48 UTC
157,9,2024-11-16 06:13:54 UTC
202,13,2024-11-16 06:14:00 UTC
157,7,2024-11-16 06:14:07 UTC
157,10,2024-11-16 06:14:13 UTC
157,12,2024-11-16 06:14:19 UTC
157,13,2024-11-16 06:14:25 UTC
270,10,2024-11-16 06:14:32 UTC
202,8,2024-11-16 06:14:38 UTC
202,7,2024-11-16 06:14:44 UTC
157,8,2024-11-16 06:14:51 UTC
202,6,2024-11-16 06:14:57 UTC
90,6,2024-11-16 06:15:03 UTC
225,4,2024-11-16 06:15:09 UTC
337,4,2024-11-16 06:15:16 UTC
202,4,2024-11-16 06:15:22 UTC
157,4,2024-11-16 06:15:28 UTC
202,9,2024-11-16 06:15:35 UTC
157,8,2024-11-16 06:15:41 UTC
157,4,2024-11-16 06:15:47 UTC
22,2,2024-11-16 06:15:53 UTC
202,2,2024-11-16 06:16:00 UTC
22,3,2024-11-16 06:16:06 UTC
202,7,2024-11-16 06:16:12 UTC
157,7,2024-11-16 06:16:18 UTC
202,7,2024-11-16 06:16:25 UTC
202,2,2024-11-16 06:16:31 UTC
247,6,2024-11-16 06:16:38 UTC
247,12,2024-11-16 06:16:44 UTC
157,8,2024-11-16 06:16:50 UTC
22,7,2024-11-16 06:16:56 UTC
292,3,2024-11-16 06:17:03 UTC
292,3,2024-11-16 06:17:09 UTC
315,4,2024-11-16 06:17:15 UTC
202,6,2024-11-16 06:17:21 UTC
180,4,2024-11-16 06:17:28 UTC
157,8,2024-11-16 06:17:36 UTC
202,7,2024-11-16 06:17:40 UTC
157,3,2024-11-16 06:17:47 UTC
157,2,2024-11-16 06:17:53 UTC
157,3,2024-11-16 06:17:59 UTC
157,3,2024-11-16 06:18:05 UTC
157,2,2024-11-16 06:18:12 UTC
292,2,2024-11-16 06:18:18 UTC
247,3,2024-11-16 06:18:26 UTC
202,2,2024-11-16 06:18:30 UTC
157,6,2024-11-16 06:18:37 UTC
202,4,2024-11-16 06:18:43 UTC
247,2,2024-11-16 06:18:49 UTC
67,2,2024-11-16 06:18:55 UTC
202,3,2024-11-16 06:19:04 UTC
135,4,2024-11-16 06:19:08 UTC
270,9,2024-11-16 06:19:14 UTC
202,7,2024-11-16 06:19:20 UTC
337,3,2024-11-16 06:19:27 UTC
22,1,2024-11-16 06:19:33 UTC
270,4,2024-11-16 06:19:39 UTC
157,3,2024-11-16 06:19:46 UTC
157,1,2024-11-16 06:19:52 UTC
202,3,2024-11-16 06:19:58 UTC
157,7,2024-11-16 06:20:04 UTC
157,4,2024-11-16 06:20:11 UTC
157,4,2024-11-16 06:20:17 UTC
22,4,2024-11-16 06:20:23 UTC
22,2,2024-11-16 06:20:29 UTC
292,2,2024-11-16 06:20:36 UTC
292,1,2024-11-16 06:20:42 UTC
202,2,2024-11-16 06:20:48 UTC
157,2,2024-11-16 06:20:55 UTC
292,3,2024-11-16 06:21:01 UTC
270,3,2024-11-16 06:21:07 UTC
270,2,2024-11-16 06:21:13 UTC
180,1,2024-11-16 06:21:20 UTC
67,4,2024-11-16 06:21:26 UTC
202,7,2024-11-16 06:21:32 UTC
202,8,2024-11-16 06:21:38 UTC
202,4,2024-11-16 06:21:45 UTC
247,9,2024-11-16 06:21:51 UTC
157,7,2024-11-16 06:21:57 UTC
157,8,2024-11-16 06:22:05 UTC
157,9,2024-11-16 06:22:10 UTC
157,7,2024-11-16 06:22:16 UTC
135,6,2024-11-16 06:22:22 UTC
67,7,2024-11-16 06:22:29 UTC
157,6,2024-11-16 06:22:35 UTC
112,6,2024-11-16 06:22:41 UTC
247,9,2024-11-16 06:22:47 UTC
247,13,2024-11-16 06:22:54 UTC
180,13,2024-11-16 06:23:00 UTC
270,8,2024-11-16 06:23:07 UTC
202,9,2024-11-16 06:23:13 UTC
67,4,2024-11-16 06:23:19 UTC
180,6,2024-11-16 06:23:25 UTC
202,2,2024-11-16 06:23:32 UTC
180,6,2024-11-16 06:23:38 UTC
157,7,2024-11-16 06:23:44 UTC
270,4,2024-11-16 06:23:50 UTC
202,9,2024-11-16 06:23:57 UTC
157,10,2024-11-16 06:24:03 UTC
157,6,2024-11-16 06:24:10 UTC
157,8,2024-11-16 06:24:16 UTC
157,12,2024-11-16 06:24:22 UTC
157,7,2024-11-16 06:24:28 UTC
202,9,2024-11-16 06:24:35 UTC
112,9,2024-11-16 06:24:41 UTC
202,6,2024-11-16 06:24:47 UTC
202,14,2024-11-16 06:24:53 UTC
157,14,2024-11-16 06:25:00 UTC
202,9,2024-11-16 06:25:06 UTC
180,9,2024-11-16 06:25:12 UTC
202,4,2024-11-16 06:25:19 UTC
202,7,2024-11-16 06:25:25 UTC
157,6,2024-11-16 06:25:31 UTC
157,7,2024-11-16 06:25:37 UTC
157,7,2024-11-16 06:25:44 UTC
225,4,2024-11-16 06:25:50 UTC
247,2,2024-11-16 06:25:56 UTC
157,7,2024-11-16 06:26:03 UTC
157,8,2024-11-16 06:26:09 UTC
202,4,2024-11-16 06:26:15 UTC
135,14,2024-11-16 06:26:21 UTC
157,9,2024-11-16 06:26:28 UTC
22,6,2024-11-16 06:26:34 UTC
112,4,2024-11-16 06:26:40 UTC
90,7,2024-11-16 06:26:46 UTC
202,6,2024-11-16 06:26:53 UTC
22,9,2024-11-16 06:26:59 UTC
22,7,2024-11-16 06:27:06 UTC
202,4,2024-11-16 06:27:12 UTC
270,3,2024-11-16 06:27:18 UTC
157,4,2024-11-16 06:27:24 UTC
202,2,2024-11-16 06:27:31 UTC
202,2,2024-11-16 06:27:37 UTC
202,3,2024-11-16 06:27:43 UTC
292,2,2024-11-16 06:27:49 UTC
202,4,2024-11-16 06:27:56 UTC
270,6,2024-11-16 06:28:02 UTC
247,9,2024-11-16 06:28:09 UTC
247,4,2024-11-16 06:28:15 UTC
247,2,2024-11-16 06:28:21 UTC
292,2,2024-11-16 06:28:27 UTC
180,10,2024-11-16 06:28:34 UTC
202,12,2024-11-16 06:28:40 UTC
22,7,2024-11-16 06:28:46 UTC
90,10,2024-11-16 06:28:52 UTC
157,8,2024-11-16 06:28:59 UTC
157,6,2024-11-16 06:29:05 UTC
225,4,2024-11-16 06:29:12 UTC
202,6,2024-11-16 06:29:18 UTC
270,4,2024-11-16 06:29:24 UTC
157,16,2024-11-16 06:29:36 UTC
157,13,2024-11-16 06:29:37 UTC
202,4,2024-11-16 06:29:43 UTC
180,8,2024-11-16 06:29:49 UTC
225,6,2024-11-16 06:29:55 UTC
315,3,2024-11-16 06:30:02 UTC
67,3,2024-11-16 06:30:08 UTC
90,7,2024-11-16 06:30:14 UTC
157,7,2024-11-16 06:30:21 UTC
180,8,2024-11-16 06:30:27 UTC
202,4,2024-11-16 06:30:33 UTC
112,12,2024-11-16 06:30:39 UTC
22,7,2024-11-16 06:30:46 UTC
157,18,2024-11-16 06:30:52 UTC
157,9,2024-11-16 06:30:58 UTC
247,4,2024-11-16 06:31:04 UTC
45,4,2024-11-16 06:31:10 UTC
90,2,2024-11-16 06:31:17 UTC
292,4,2024-11-16 06:31:23 UTC
157,12,2024-11-16 06:31:29 UTC
157,7,2024-11-16 06:31:36 UTC
157,7,2024-11-16 06:31:42 UTC
247,13,2024-11-16 06:31:48 UTC
157,15,2024-11-16 06:31:54 UTC
67,7,2024-11-16 06:32:01 UTC
112,7,2024-11-16 06:32:07 UTC
157,3,2024-11-16 06:32:13 UTC
157,14,2024-11-16 06:32:20 UTC
157,13,2024-11-16 06:32:26 UTC
112,12,2024-11-16 06:32:32 UTC
180,10,2024-11-16 06:32:39 UTC
135,6,2024-11-16 06:32:45 UTC
202,7,2024-11-16 06:32:51 UTC
202,8,2024-11-16 06:32:57 UTC
180,10,2024-11-16 06:33:04 UTC
67,12,2024-11-16 06:33:10 UTC
315,8,2024-11-16 06:33:16 UTC
202,10,2024-11-16 06:33:23 UTC
157,10,2024-11-16 06:33:29 UTC
247,7,2024-11-16 06:33:35 UTC
157,14,2024-11-16 06:33:42 UTC
157,9,2024-11-16 06:33:48 UTC
112,10,2024-11-16 06:33:54 UTC
157,6,2024-11-16 06:34:00 UTC
0,8,2024-11-16 06:34:07 UTC
202,10,2024-11-16 06:34:13 UTC
202,9,2024-11-16 06:34:19 UTC
157,8,2024-11-16 06:34:27 UTC
157,9,2024-11-16 06:34:32 UTC
202,9,2024-11-16 06:34:38 UTC
247,7,2024-11-16 06:34:45 UTC
292,3,2024-11-16 06:34:51 UTC
247,4,2024-11-16 06:34:57 UTC
247,6,2024-11-16 06:35:03 UTC
270,4,2024-11-16 06:35:10 UTC
337,7,2024-11-16 06:35:16 UTC
22,6,2024-11-16 06:35:22 UTC
22,6,2024-11-16 06:35:29 UTC
247,2,2024-11-16 06:35:35 UTC
247,2,2024-11-16 06:35:41 UTC
157,3,2024-11-16 06:35:47 UTC
202,7,2024-11-16 06:35:54 UTC
202,3,2024-11-16 06:36:00 UTC
270,3,2024-11-16 06:36:06 UTC
157,6,2024-11-16 06:36:12 UTC
247,4,2024-11-16 06:36:19 UTC
157,3,2024-11-16 06:36:25 UTC
45,3,2024-11-16 06:36:32 UTC
22,3,2024-11-16 06:36:38 UTC
202,3,2024-11-16 06:36:44 UTC
202,8,2024-11-16 06:36:50 UTC
202,6,2024-11-16 06:36:57 UTC
270,6,2024-11-16 06:37:03 UTC
157,7,2024-11-16 06:37:09 UTC
270,4,2024-11-16 06:37:15 UTC
202,7,2024-11-16 06:37:22 UTC
202,9,2024-11-16 06:37:28 UTC
180,10,2024-11-16 06:37:34 UTC
157,8,2024-11-16 06:37:41 UTC
247,4,2024-11-16 06:37:47 UTC
135,13,2024-11-16 06:37:53 UTC
135,8,2024-11-16 06:37:59 UTC
135,4,2024-11-16 06:38:06 UTC
157,9,2024-11-16 06:38:12 UTC
67,3,2024-11-16 06:38:18 UTC
337,6,2024-11-16 06:38:24 UTC
0,7,2024-11-16 06:38:30 UTC
292,4,2024-11-16 06:38:37 UTC
337,4,2024-11-16 06:38:43 UTC
270,3,2024-11-16 06:38:50 UTC
292,4,2024-11-16 06:38:56 UTC
292,3,2024-11-16 06:39:02 UTC
337,9,2024-11-16 06:39:08 UTC
202,12,2024-11-16 06:39:15 UTC
247,7,2024-11-16 06:39:21 UTC
270,7,2024-11-16 06:39:27 UTC
157,9,2024-11-16 06:39:33 UTC
67,6,2024-11-16 06:39:40 UTC
247,10,2024-11-16 06:39:46 UTC
90,6,2024-11-16 06:39:52 UTC
202,9,2024-11-16 06:39:58 UTC
157,12,2024-11-16 06:40:05 UTC
157,8,2024-11-16 06:40:11 UTC
337,4,2024-11-16 06:40:17 UTC
157,10,2024-11-16 06:40:23 UTC
157,9,2024-11-16 06:40:30 UTC
157,6,2024-11-16 06:40:36 UTC
202,9,2024-11-16 06:40:43 UTC
247,4,2024-11-16 06:40:49 UTC
270,4,2024-11-16 06:40:55 UTC
22,3,2024-11-16 06:41:01 UTC
67,4,2024-11-16 06:41:08 UTC
247,6,2024-11-16 06:41:14 UTC
0,3,2024-11-16 06:41:20 UTC
157,4,2024-11-16 06:41:26 UTC
202,8,2024-11-16 06:41:33 UTC
112,7,2024-11-16 06:41:39 UTC
157,7,2024-11-16 06:41:46 UTC
202,3,2024-11-16 06:41:52 UTC
157,7,2024-11-16 06:41:58 UTC
247,6,2024-11-16 06:42:04 UTC
202,7,2024-11-16 06:42:11 UTC
202,6,2024-11-16 06:42:17 UTC
202,9,2024-11-16 06:42:23 UTC
180,8,2024-11-16 06:42:29 UTC
157,9,2024-11-16 06:42:36 UTC
157,7,2024-11-16 06:42:42 UTC
247,4,2024-11-16 06:42:49 UTC
202,6,2024-11-16 06:42:55 UTC
67,7,2024-11-16 06:43:01 UTC
202,4,2024-11-16 06:43:07 UTC
202,7,2024-11-16 06:43:14 UTC
292,6,2024-11-16 06:43:20 UTC
202,10,2024-11-16 06:43:26 UTC
157,9,2024-11-16 06:43:32 UTC
202,4,2024-11-16 06:43:39 UTC
180,6,2024-11-16 06:43:45 UTC
202,3,2024-11-16 06:43:52 UTC
22,6,2024-11-16 06:43:58 UTC
270,2,2024-11-16 06:44:04 UTC
337,2,2024-11-16 06:44:10 UTC
90,2,2024-11-16 06:44:17 UTC
202,6,2024-11-16 06:44:23 UTC
202,8,2024-11-16 06:44:29 UTC
247,4,2024-11-16 06:44:35 UTC
202,6,2024-11-16 06:44:42 UTC
157,6,2024-11-16 06:44:48 UTC
157,7,2024-11-16 06:44:55 UTC
157,7,2024-11-16 06:45:01 UTC
90,3,2024-11-16 06:45:07 UTC
202,9,2024-11-16 06:45:13 UTC
157,10,2024-11-16 06:45:20 UTC
157,8,2024-11-16 06:45:26 UTC
315,6,2024-11-16 06:45:32 UTC
157,7,2024-11-16 06:45:38 UTC
157,8,2024-11-16 06:45:44 UTC
157,3,2024-11-16 06:45:51 UTC
157,3,2024-11-16 06:45:58 UTC
157,6,2024-11-16 06:46:04 UTC
202,6,2024-11-16 06:46:10 UTC
270,2,2024-11-16 06:46:16 UTC
157,6,2024-11-16 06:46:22 UTC
202,9,2024-11-16 06:46:29 UTC
180,9,2024-11-16 06:46:35 UTC
337,6,2024-11-16 06:46:41 UTC
292,4,2024-11-16 06:46:47 UTC
0,6,2024-11-16 06:46:54 UTC
292,3,2024-11-16 06:47:00 UTC
270,3,2024-11-16 06:47:07 UTC
292,3,2024-11-16 06:47:13 UTC
292,4,2024-11-16 06:47:19 UTC
22,4,2024-11-16 06:47:25 UTC
22,4,2024-11-16 06:47:31 UTC
202,2,2024-11-16 06:47:38 UTC
247,2,2024-11-16 06:47:44 UTC
292,3,2024-11-16 06:47:50 UTC
247,3,2024-11-16 06:47:56 UTC
247,4,2024-11-16 06:48:03 UTC
135,7,2024-11-16 06:48:10 UTC
202,9,2024-11-16 06:48:16 UTC
202,8,2024-11-16 06:48:22 UTC
202,6,2024-11-16 06:48:28 UTC
157,6,2024-11-16 06:48:34 UTC
157,16,2024-11-16 06:48:41 UTC
157,9,2024-11-16 06:48:47 UTC
202,7,2024-11-16 06:48:53 UTC
157,4,2024-11-16 06:48:59 UTC
202,2,2024-11-16 06:49:06 UTC
202,10,2024-11-16 06:49:12 UTC
180,7,2024-11-16 06:49:18 UTC
157,4,2024-11-16 06:49:25 UTC
157,12,2024-11-16 06:49:31 UTC
90,6,2024-11-16 06:49:37 UTC
0,4,2024-11-16 06:49:43 UTC
202,4,2024-11-16 06:49:50 UTC
67,3,2024-11-16 06:49:56 UTC
202,6,2024-11-16 06:50:02 UTC
202,7,2024-11-16 06:50:09 UTC
180,7,2024-11-16 06:50:15 UTC
157,7,2024-11-16 06:50:21 UTC
315,3,2024-11-16 06:50:28 UTC
292,2,2024-11-16 06:50:34 UTC
22,2,2024-11-16 06:50:40 UTC
157,3,2024-11-16 06:50:46 UTC
202,2,2024-11-16 06:50:52 UTC
270,3,2024-11-16 06:50:59 UTC
202,6,2024-11-16 06:51:05 UTC
202,6,2024-11-16 06:51:12 UTC
157,7,2024-11-16 06:51:18 UTC
112,8,2024-11-16 06:51:24 UTC
292,8,2024-11-16 06:51:31 UTC
247,7,2024-11-16 06:51:37 UTC
157,7,2024-11-16 06:51:43 UTC
